experiment,subject_id,model,median_accuracy,mean_accuracy,n_folds
PCA_L_6_Uniform,sub-30,MLP_(Neural_Network),1.0,1.0,1
PCA_L_6_Uniform,sub-30,SVM,1.0,1.0,1
PCA_L_6_Uniform,sub-30,XGBoost,1.0,1.0,1
PCA_L_6_Uniform,sub-31,KNN,0.0127,0.0127,1
PCA_L_6_Uniform,sub-31,MLP_(Neural_Network),0.9379,0.9379,1
PCA_L_6_Uniform,sub-31,SVM,0.8322,0.8322,1
PCA_L_6_Uniform,sub-31,XGBoost,0.9661,0.9661,1
PCA_L_6_Uniform,sub-32,KNN,0.0185,0.0185,1
PCA_L_6_Uniform,sub-32,MLP_(Neural_Network),1.0,1.0,1
PCA_L_6_Uniform,sub-32,SVM,0.9974,0.9974,1
PCA_L_6_Uniform,sub-32,XGBoost,0.9894,0.9894,1
PCA_L_6_Uniform,sub-33,KNN,0.0128,0.0128,1
PCA_L_6_Uniform,sub-33,MLP_(Neural_Network),1.0,1.0,1
PCA_L_6_Uniform,sub-33,SVM,0.9979,0.9979,1
PCA_L_6_Uniform,sub-33,XGBoost,0.9915,0.9915,1
PCA_L_6_Uniform,sub-34,KNN,0.7282,0.7282,1
PCA_L_6_Uniform,sub-34,MLP_(Neural_Network),1.0,1.0,1
PCA_L_6_Uniform,sub-34,SVM,1.0,1.0,1
PCA_L_6_Uniform,sub-34,XGBoost,1.0,1.0,1
PCA_L_6_Uniform,sub-35,KNN,0.7243,0.7243,1
PCA_L_6_Uniform,sub-35,MLP_(Neural_Network),1.0,1.0,1
PCA_L_6_Uniform,sub-35,SVM,1.0,1.0,1
PCA_L_6_Uniform,sub-35,XGBoost,1.0,1.0,1
PCA_L_6_Uniform,sub-36,KNN,0.6955,0.6955,1
PCA_L_6_Uniform,sub-36,MLP_(Neural_Network),1.0,1.0,1
PCA_L_6_Uniform,sub-36,SVM,1.0,1.0,1
PCA_L_6_Uniform,sub-36,XGBoost,1.0,1.0,1
PCA_L_6_Uniform,sub-37,KNN,0.9382,0.9382,2
PCA_L_6_Uniform,sub-37,MLP_(Neural_Network),0.003,0.003,2
PCA_L_6_Uniform,sub-37,SVM,0.0978,0.0978,2
PCA_L_6_Uniform,sub-37,XGBoost,0.1377,0.1377,2
PCA_L_6_Uniform,sub-38,KNN,0.9589,0.9589,2
PCA_L_6_Uniform,sub-38,MLP_(Neural_Network),0.017,0.017,2
PCA_L_6_Uniform,sub-38,SVM,0.0714,0.0714,2
PCA_L_6_Uniform,sub-38,XGBoost,0.1447,0.1447,2
PCA_L_6_Uniform,sub-39,KNN,0.8976,0.8976,2
PCA_L_6_Uniform,sub-39,MLP_(Neural_Network),0.2754,0.2754,2
PCA_L_6_Uniform,sub-39,SVM,0.5794,0.5794,2
PCA_L_6_Uniform,sub-39,XGBoost,0.2959,0.2959,2
PCA_L_6_Uniform,sub-40,KNN,0.9891,0.9891,2
PCA_L_6_Uniform,sub-40,MLP_(Neural_Network),0.2136,0.2136,2
PCA_L_6_Uniform,sub-40,SVM,0.2097,0.2097,2
PCA_L_6_Uniform,sub-40,XGBoost,0.0708,0.0708,2
PCA_L_6_Uniform,sub-41,KNN,0.6754,0.6754,2
PCA_L_6_Uniform,sub-41,MLP_(Neural_Network),0.0703,0.0703,2
PCA_L_6_Uniform,sub-41,SVM,0.0,0.0,2
PCA_L_6_Uniform,sub-41,XGBoost,0.0382,0.0382,2
PCA_L_6_Uniform,sub-42,KNN,0.7028,0.7028,2
PCA_L_6_Uniform,sub-42,MLP_(Neural_Network),0.1895,0.1895,2
PCA_L_6_Uniform,sub-42,SVM,0.0,0.0,2
PCA_L_6_Uniform,sub-42,XGBoost,0.0152,0.0152,2
PCA_L_6_Uniform,sub-43,KNN,0.6427,0.6427,2
PCA_L_6_Uniform,sub-43,MLP_(Neural_Network),0.0037,0.0037,2
PCA_L_6_Uniform,sub-43,SVM,0.0037,0.0037,2
PCA_L_6_Uniform,sub-43,XGBoost,0.4888,0.4888,2
PCA_L_6_Uniform,sub-44,KNN,0.9812,0.9812,1
PCA_L_6_Uniform,sub-44,MLP_(Neural_Network),0.4555,0.4555,1
PCA_L_6_Uniform,sub-44,SVM,0.4606,0.4606,1
PCA_L_6_Uniform,sub-44,XGBoost,0.9418,0.9418,1
PCA_L_6_Uniform,sub-45,KNN,0.973,0.973,1
PCA_L_6_Uniform,sub-45,MLP_(Neural_Network),0.0097,0.0097,1
PCA_L_6_Uniform,sub-45,SVM,0.0077,0.0077,1
PCA_L_6_Uniform,sub-45,XGBoost,0.9517,0.9517,1
PCA_L_6_Uniform,sub-46,KNN,0.9591,0.9591,1
PCA_L_6_Uniform,sub-46,MLP_(Neural_Network),0.314,0.314,1
PCA_L_6_Uniform,sub-46,SVM,0.372,0.372,1
PCA_L_6_Uniform,sub-46,XGBoost,0.5247,0.5247,1
PCA_L_6_Uniform,sub-47,KNN,0.9941,0.9941,1
PCA_L_6_Uniform,sub-47,MLP_(Neural_Network),0.1863,0.1863,1
PCA_L_6_Uniform,sub-47,SVM,0.2078,0.2078,1
PCA_L_6_Uniform,sub-47,XGBoost,0.3412,0.3412,1
PCA_L_6_Uniform,sub-48,KNN,0.9905,0.9905,1
PCA_L_6_Uniform,sub-48,MLP_(Neural_Network),0.3459,0.3459,1
PCA_L_6_Uniform,sub-48,SVM,0.3422,0.3422,1
PCA_L_6_Uniform,sub-48,XGBoost,0.4405,0.4405,1
PCA_L_6_Uniform,sub-49,KNN,0.9981,0.9981,1
PCA_L_6_Uniform,sub-49,MLP_(Neural_Network),1.0,1.0,1
PCA_L_6_Uniform,sub-49,SVM,0.0,0.0,1
PCA_L_6_Uniform,sub-49,XGBoost,0.3487,0.3487,1
PCA_L_6_Uniform,sub-50,KNN,0.9896,0.9896,1
PCA_L_6_Uniform,sub-50,MLP_(Neural_Network),1.0,1.0,1
PCA_L_6_Uniform,sub-50,SVM,0.0,0.0,1
PCA_L_6_Uniform,sub-50,XGBoost,0.023,0.023,1
PCA_L_6_Uniform,sub-51,KNN,0.9975,0.9975,1
PCA_L_6_Uniform,sub-51,MLP_(Neural_Network),1.0,1.0,1
PCA_L_6_Uniform,sub-51,SVM,0.0,0.0,1
PCA_L_6_Uniform,sub-51,XGBoost,0.0373,0.0373,1
PCA_L_6_Uniform,sub-52,KNN,0.8175,0.8175,1
PCA_L_6_Uniform,sub-52,MLP_(Neural_Network),0.125,0.125,1
PCA_L_6_Uniform,sub-52,SVM,0.0317,0.0317,1
PCA_L_6_Uniform,sub-52,XGBoost,0.0952,0.0952,1
PCA_L_6_Uniform,sub-53,KNN,0.7411,0.7411,1
PCA_L_6_Uniform,sub-53,MLP_(Neural_Network),0.0379,0.0379,1
PCA_L_6_Uniform,sub-53,SVM,0.0021,0.0021,1
PCA_L_6_Uniform,sub-53,XGBoost,0.0484,0.0484,1
PCA_L_6_Uniform,sub-54,KNN,0.8491,0.8491,1
PCA_L_6_Uniform,sub-54,MLP_(Neural_Network),0.017,0.017,1
PCA_L_6_Uniform,sub-54,SVM,0.0019,0.0019,1
PCA_L_6_Uniform,sub-54,XGBoost,0.0377,0.0377,1
PCA_L_6_Uniform,sub-55,KNN,0.592,0.592,1
PCA_L_6_Uniform,sub-55,MLP_(Neural_Network),0.1917,0.1917,1
PCA_L_6_Uniform,sub-55,SVM,0.0474,0.0474,1
PCA_L_6_Uniform,sub-55,XGBoost,0.0702,0.0702,1
PCA_L_6_Uniform,sub-56,KNN,0.8584,0.8584,1
PCA_L_6_Uniform,sub-56,MLP_(Neural_Network),0.0649,0.0649,1
PCA_L_6_Uniform,sub-56,SVM,0.0354,0.0354,1
PCA_L_6_Uniform,sub-56,XGBoost,0.0029,0.0029,1
PCA_L_6_Uniform,sub-57,KNN,0.6692,0.6692,1
PCA_L_6_Uniform,sub-57,MLP_(Neural_Network),0.0421,0.0421,1
PCA_L_6_Uniform,sub-57,SVM,0.0,0.0,1
PCA_L_6_Uniform,sub-57,XGBoost,0.0459,0.0459,1
PCA_L_6_Uniform,sub-58,KNN,0.8126,0.8126,1
PCA_L_6_Uniform,sub-58,MLP_(Neural_Network),0.002,0.002,1
PCA_L_6_Uniform,sub-58,SVM,0.0,0.0,1
PCA_L_6_Uniform,sub-58,XGBoost,0.002,0.002,1
PCA_L_6_Uniform,sub-59,KNN,0.7048,0.7048,1
PCA_L_6_Uniform,sub-59,MLP_(Neural_Network),0.0,0.0,1
PCA_L_6_Uniform,sub-59,SVM,0.0,0.0,1
PCA_L_6_Uniform,sub-59,XGBoost,0.0,0.0,1
PCA_L_6_Uniform,sub-60,KNN,0.6934,0.6934,1
PCA_L_6_Uniform,sub-60,MLP_(Neural_Network),0.0,0.0,1
PCA_L_6_Uniform,sub-60,SVM,0.0,0.0,1
PCA_L_6_Uniform,sub-60,XGBoost,0.0,0.0,1
PCA_L_6_Uniform,sub-61,KNN,0.9902,0.9902,1
PCA_L_6_Uniform,sub-61,MLP_(Neural_Network),0.0176,0.0176,1
PCA_L_6_Uniform,sub-61,SVM,0.0373,0.0373,1
PCA_L_6_Uniform,sub-61,XGBoost,0.0667,0.0667,1
PCA_L_6_Uniform,sub-62,KNN,0.9865,0.9865,1
PCA_L_6_Uniform,sub-62,MLP_(Neural_Network),0.0102,0.0102,1
PCA_L_6_Uniform,sub-62,SVM,0.1015,0.1015,1
PCA_L_6_Uniform,sub-62,XGBoost,0.1861,0.1861,1
PCA_L_6_Uniform,sub-63,KNN,0.9926,0.9926,1
PCA_L_6_Uniform,sub-63,MLP_(Neural_Network),0.0,0.0,1
PCA_L_6_Uniform,sub-63,SVM,0.0,0.0,1
PCA_L_6_Uniform,sub-63,XGBoost,0.0093,0.0093,1
PCA_L_6_Uniform,sub-64,KNN,0.969,0.969,1
PCA_L_6_Uniform,sub-64,MLP_(Neural_Network),0.0,0.0,1
PCA_L_6_Uniform,sub-64,SVM,0.2172,0.2172,1
PCA_L_6_Uniform,sub-64,XGBoost,0.3266,0.3266,1
PCA_L_6_Uniform,sub-65,KNN,0.8921,0.8921,1
PCA_L_6_Uniform,sub-65,MLP_(Neural_Network),0.0,0.0,1
PCA_L_6_Uniform,sub-65,SVM,0.0,0.0,1
PCA_L_6_Uniform,sub-65,XGBoost,0.0018,0.0018,1
